id,wave,sample_weight,euRefVote,riskUnemployment,satDemScot,scotReferendumIntention,Scottish,postEUref,postEUVote
19206,4,.1470561274,0,1,3,1,0,0,0
19206,6,.1470561274,0,3,2,1,0,1,0
19224,1,.1119199247,0,1,3,1,1,0,0
19224,4,.1119199247,0,2,4,0,1,0,0
19224,6,.1119199247,0,1,3,1,1,1,0
19225,1,.1695688006,1,2,1,1,1,0,0
19225,4,.1695688006,1,1,3,1,1,0,0
19225,6,.1695688006,1,2,4,1,1,1,1
19245,1,.5040162142,0,3,4,1,1,0,0
19245,4,.5040162142,0,1,3,1,1,0,0
19245,6,.5040162142,0,1,3,1,1,1,0
19246,1,.1818471924,1,1,2,0,1,0,0
19246,4,.1818471924,1,1,3,0,1,0,0
19246,6,.1818471924,1,1,1,0,1,1,1
19258,1,.4747863196,1,1,3,0,1,0,0
19258,4,.4747863196,0,2,3,0,1,0,0
19258,6,.4747863196,0,1,2,0,1,1,0
19271,1,.68327828,1,2,2,0,1,0,0
19271,4,.68327828,1,1,2,0,1,0,0
19271,6,.68327828,1,1,2,0,1,1,1
19275,1,.4185306983,1,3,3,1,1,0,0
19275,4,.4185306983,1,3,3,1,1,0,0
19275,6,.4185306983,1,2,3,1,1,1,1
19296,1,.2857226326,0,1,1,0,0,0,0
19296,4,.2857226326,0,3,1,0,0,0,0
19296,6,.2857226326,0,1,1,0,0,1,0
19308,1,.1115294308,0,3,1,0,1,0,0
19308,4,.1115294308,0,3,1,0,1,0,0
19308,6,.1115294308,0,3,1,0,1,1,0
19335,1,.199021192,1,4,4,1,1,0,0
19335,4,.199021192,1,1,4,1,1,0,0
19335,6,.199021192,1,1,4,1,1,1,1
19346,1,2.256445516,0,2,3,0,0,0,0
19346,4,2.256445516,1,1,3,0,0,0,0
19346,6,2.256445516,1,3,3,0,0,1,1
19351,1,.126666357,1,1,3,0,0,0,0
19351,4,.126666357,1,1,3,0,0,0,0
19351,6,.126666357,1,1,3,0,0,1,1
19381,1,.3170185729,1,1,3,1,1,0,0
19381,4,.3170185729,1,1,3,1,1,0,0
19381,6,.3170185729,1,1,3,1,1,1,1
19421,1,.1157423907,1,3,4,1,1,0,0
19421,4,.1157423907,1,4,4,1,1,0,0
19421,6,.1157423907,1,5,3,1,1,1,1
19431,1,.2850001011,1,1,3,1,1,0,0
19431,4,.2850001011,1,1,3,0,1,0,0
19431,6,.2850001011,1,1,3,1,1,1,1
19435,1,.5061521041,0,2,3,0,1,0,0
19435,4,.5061521041,0,2,1,0,1,0,0
19435,6,.5061521041,0,2,2,0,1,1,0
19437,1,.3973660335,1,1,3,0,1,0,0
19437,4,.3973660335,1,1,1,0,1,0,0
19437,6,.3973660335,1,1,2,0,1,1,1
19440,1,1.734772103,0,1,4,0,1,0,0
19440,4,1.734772103,0,2,1,0,1,0,0
19440,6,1.734772103,0,1,2,0,1,1,0
19472,1,.1415637601,1,1,1,0,1,0,0
19472,4,.1415637601,1,1,2,0,1,0,0
19472,6,.1415637601,1,1,3,1,1,1,1
19480,1,1.138284438,0,1,2,0,0,0,0
19480,4,1.138284438,0,5,2,0,0,0,0
19480,6,1.138284438,0,3,3,0,0,1,0
19492,1,.1415637601,1,1,3,1,1,0,0
19492,4,.1415637601,1,1,4,1,1,0,0
19492,6,.1415637601,1,1,4,1,1,1,1
19521,1,.7602160786,1,2,3,0,1,0,0
19521,4,.7602160786,1,3,3,0,1,0,0
19521,6,.7602160786,1,5,3,0,1,1,1
19538,1,.68327828,0,3,3,0,0,0,0
19538,4,.68327828,0,2,3,0,0,0,0
19538,6,.68327828,0,3,1,0,0,1,0
19594,1,.2755149308,1,2,2,0,1,0,0
19594,4,.2755149308,0,2,2,0,1,0,0
19594,6,.2755149308,1,2,1,0,1,1,1
19595,1,.352562183,0,1,4,1,1,0,0
19595,4,.352562183,1,1,4,1,1,0,0
19595,6,.352562183,1,3,4,1,1,1,1
19599,1,.1606766355,1,2,2,0,1,0,0
19599,4,.1606766355,1,1,3,0,1,0,0
19599,6,.1606766355,1,1,3,0,1,1,1
19603,1,.1107334687,1,3,4,1,1,0,0
19603,4,.1107334687,1,4,4,1,1,0,0
19603,6,.1107334687,1,4,4,1,1,1,1
19668,1,.5599808613,1,5,3,1,1,0,0
19668,4,.5599808613,1,1,4,1,1,0,0
19668,6,.5599808613,1,2,4,1,1,1,1
19672,1,.4475783538,0,1,2,0,1,0,0
19672,4,.4475783538,0,1,1,0,1,0,0
19672,6,.4475783538,0,1,2,0,1,1,0
19714,1,1.601251783,1,5,4,1,1,0,0
19714,4,1.601251783,1,4,2,1,1,0,0
19714,6,1.601251783,1,4,3,1,1,1,1
19724,1,.3186472753,1,1,1,0,1,0,0
19724,4,.3186472753,1,1,1,0,1,0,0
19724,6,.3186472753,1,1,1,0,1,1,1
19779,1,1.273762467,0,1,2,0,1,0,0
19779,4,1.273762467,0,1,3,1,1,0,0
19779,6,1.273762467,0,1,2,0,1,1,0
19780,1,.2881435139,1,1,1,0,1,0,0
19780,4,.2881435139,1,2,2,0,1,0,0
19780,6,.2881435139,0,1,1,0,1,1,0
19818,1,.2050354011,0,1,3,1,1,0,0
19818,4,.2050354011,0,2,4,1,1,0,0
19818,6,.2050354011,0,1,3,1,1,1,0
19859,1,.4352591813,1,1,2,0,1,0,0
19859,4,.4352591813,1,1,2,0,1,0,0
19859,6,.4352591813,0,1,3,0,1,1,0
19879,1,.1636708299,1,1,2,0,1,0,0
19879,4,.1636708299,1,1,2,0,1,0,0
19879,6,.1636708299,1,1,2,0,1,1,1
19926,1,.5991366257,1,4,3,0,1,0,0
19926,4,.5991366257,1,4,2,0,1,0,0
19926,6,.5991366257,1,3,4,0,1,1,1
19930,1,.323057578,1,5,4,1,1,0,0
19930,4,.323057578,1,5,3,0,1,0,0
19930,6,.323057578,1,5,4,1,1,1,1
20033,1,1.138284438,0,3,2,0,0,0,0
20033,4,1.138284438,0,3,2,0,0,0,0
20033,6,1.138284438,0,2,1,0,0,1,0
20056,1,.742775206,1,3,1,0,1,0,0
20056,4,.742775206,1,2,1,0,1,0,0
20056,6,.742775206,1,3,2,0,1,1,1
20059,1,.8289836223,0,3,3,0,1,0,0
20059,4,.8289836223,1,2,2,0,1,0,0
20059,6,.8289836223,0,1,3,0,1,1,0
20067,1,.2243869957,1,1,1,1,0,0,0
20067,4,.2243869957,1,2,4,1,0,0,0
20067,6,.2243869957,1,2,2,1,0,1,1
20076,1,.5873545524,1,1,3,1,0,0,0
20076,4,.5873545524,1,1,3,1,0,0,0
20076,6,.5873545524,1,3,4,1,0,1,1
20080,1,.9462675503,1,4,2,0,1,0,0
20080,4,.9462675503,1,4,3,0,1,0,0
20080,6,.9462675503,1,4,3,1,1,1,1
20125,1,.3307142259,0,1,3,1,1,0,0
20125,4,.3307142259,0,1,4,1,1,0,0
20125,6,.3307142259,0,1,4,0,1,1,0
20128,1,.9792780628,0,1,2,0,1,0,0
20128,4,.9792780628,0,1,2,0,1,0,0
20128,6,.9792780628,0,1,2,0,1,1,0
20135,1,.0894722532,1,1,1,0,0,0,0
20135,4,.0894722532,1,1,2,0,0,0,0
20135,6,.0894722532,1,1,3,1,0,1,1
20182,1,.4653044967,0,5,2,1,1,0,0
20182,4,.4653044967,0,3,3,1,1,0,0
20182,6,.4653044967,0,3,3,1,1,1,0
20184,1,.352562183,0,1,3,1,1,0,0
20184,4,.352562183,0,3,3,0,1,0,0
20184,6,.352562183,0,3,3,0,1,1,0
20219,1,.6619785601,0,1,2,0,0,0,0
20219,4,.6619785601,0,1,2,0,0,0,0
20219,6,.6619785601,0,3,1,0,0,1,0
20280,1,.2050354011,1,2,2,1,0,0,0
20280,4,.2050354011,1,1,2,1,0,0,0
20280,6,.2050354011,1,2,2,1,0,1,1
20306,1,.9306847273,1,2,3,0,1,0,0
20306,4,.9306847273,1,2,4,0,1,0,0
20306,6,.9306847273,1,2,3,0,1,1,1
20354,1,.6619785601,0,3,3,0,1,0,0
20354,4,.6619785601,0,3,3,0,1,0,0
20354,6,.6619785601,0,3,3,0,1,1,0
20391,1,.175360182,0,4,3,1,1,0,0
20391,4,.175360182,0,3,3,1,1,0,0
20391,6,.175360182,0,4,4,1,1,1,0
20398,1,.2517352326,1,3,3,0,1,0,0
20398,4,.2517352326,1,3,3,1,1,0,0
20398,6,.2517352326,1,4,4,1,1,1,1
20402,1,.3832617775,1,2,4,0,1,0,0
20402,4,.3832617775,1,2,3,1,1,0,0
20402,6,.3832617775,1,3,3,1,1,1,1
20436,1,.1308876177,0,2,2,0,1,0,0
20436,4,.1308876177,0,4,2,0,1,0,0
20436,6,.1308876177,0,5,2,0,1,1,0
20446,1,.3413806279,1,2,3,1,1,0,0
20446,4,.3413806279,1,2,1,1,1,0,0
20446,6,.3413806279,1,2,3,1,1,1,1
20451,1,.1642706412,1,1,3,0,1,0,0
20451,4,.1642706412,1,1,4,0,1,0,0
20451,6,.1642706412,1,1,3,0,1,1,1
20497,1,.9720330642,0,3,2,0,1,0,0
20497,4,.9720330642,1,2,3,0,1,0,0
20497,6,.9720330642,0,2,1,0,1,1,0
20533,1,.3736865961,0,1,1,0,0,0,0
20533,4,.3736865961,0,1,1,0,0,0,0
20533,6,.3736865961,0,1,1,0,0,1,0
20598,1,.1119199247,0,3,3,1,1,0,0
20598,4,.1119199247,0,2,2,1,1,0,0
20598,6,.1119199247,0,3,3,1,1,1,0
20619,1,.0496215012,1,1,2,0,1,0,0
20619,4,.0496215012,1,3,1,0,1,0,0
20619,6,.0496215012,1,2,2,0,1,1,1
20649,1,.3059411831,0,3,3,1,1,0,0
20649,4,.3059411831,1,3,4,1,1,0,0
20649,6,.3059411831,0,5,3,1,1,1,0
20667,1,.3015350922,1,4,3,1,0,0,0
20667,4,.3015350922,1,4,3,1,0,0,0
20667,6,.3015350922,1,5,3,1,0,1,1
20732,1,.359643231,1,2,2,0,0,0,0
20732,4,.359643231,1,2,1,0,0,0,0
20732,6,.359643231,0,2,3,0,0,1,0
20739,1,.3680789965,1,2,4,0,1,0,0
20739,4,.3680789965,1,1,3,0,1,0,0
20739,6,.3680789965,0,1,3,0,1,1,0
20793,1,.1637651357,1,1,1,0,1,0,0
20793,4,.1637651357,1,3,1,0,1,0,0
20793,6,.1637651357,1,1,1,0,1,1,1
20815,1,.5451193282,0,1,3,0,0,0,0
20815,4,.5451193282,1,1,1,0,0,0,0
20815,6,.5451193282,1,1,2,0,0,1,1
20879,1,.3015350922,1,2,3,1,0,0,0
20879,4,.3015350922,1,2,3,1,0,0,0
20879,6,.3015350922,1,2,3,1,0,1,1
20914,1,.4573925244,1,1,3,0,1,0,0
20914,4,.4573925244,1,3,2,0,1,0,0
20914,6,.4573925244,1,4,3,1,1,1,1
20957,1,.6632853279,1,5,3,0,1,0,0
20957,4,.6632853279,1,4,3,0,1,0,0
20957,6,.6632853279,0,4,2,0,1,1,0
20961,1,.3706043139,1,4,3,1,1,0,0
20961,4,.3706043139,1,3,3,1,1,0,0
20961,6,.3706043139,1,3,4,1,1,1,1
20962,1,.2641344633,1,3,2,1,1,0,0
20962,4,.2641344633,1,3,2,1,1,0,0
20962,6,.2641344633,1,3,2,1,1,1,1
20969,1,.5661689647,0,1,3,0,0,0,0
20969,4,.5661689647,0,1,2,0,0,0,0
20969,6,.5661689647,0,1,1,0,0,1,0
20973,1,.1723883296,1,2,3,0,1,0,0
20973,4,.1723883296,1,2,2,0,1,0,0
20973,6,.1723883296,1,2,1,0,1,1,1
20983,1,.5856483083,1,3,1,0,0,0,0
20983,4,.5856483083,1,1,3,0,0,0,0
20983,6,.5856483083,1,1,4,0,0,1,1
21039,1,.1400630517,1,1,3,0,1,0,0
21039,4,.1400630517,1,2,2,0,1,0,0
21039,6,.1400630517,1,2,2,0,1,1,1
21095,1,.3015350922,1,5,3,1,1,0,0
21095,4,.3015350922,1,5,3,1,1,0,0
21095,6,.3015350922,1,3,3,1,1,1,1
21130,1,.2427123203,1,1,2,0,1,0,0
21130,4,.2427123203,1,1,1,0,1,0,0
21130,6,.2427123203,1,1,1,0,1,1,1
21174,1,.1119199247,0,1,1,1,1,0,0
21174,4,.1119199247,1,1,3,1,1,0,0
21174,6,.1119199247,1,5,3,1,1,1,1
21178,1,1.182478529,1,4,3,1,1,0,0
21178,4,1.182478529,1,5,4,1,1,0,0
21178,6,1.182478529,1,3,3,1,1,1,1
21223,1,.1637651357,1,1,3,0,1,0,0
21223,4,.1637651357,1,1,2,0,1,0,0
21223,6,.1637651357,1,3,3,0,1,1,1
21245,1,.1400630517,1,1,1,0,0,0,0
21245,4,.1400630517,1,1,1,0,0,0,0
21245,6,.1400630517,1,1,2,0,0,1,1
21259,1,.2538681443,1,2,1,0,0,0,0
21259,4,.2538681443,1,2,1,0,0,0,0
21259,6,.2538681443,0,2,2,0,0,1,0
21268,1,.4510154102,0,1,3,0,1,0,0
21268,4,.4510154102,1,1,1,0,1,0,0
21268,6,.4510154102,0,1,1,0,1,1,0
21310,1,.1399823951,1,3,1,1,1,0,0
21310,4,.1399823951,1,2,3,1,1,0,0
21310,6,.1399823951,1,5,1,1,1,1,1
21312,1,.0863893137,1,1,3,0,1,0,0
21312,4,.0863893137,1,1,3,0,1,0,0
21312,6,.0863893137,1,1,3,0,1,1,1
21324,1,.4954681276,0,2,1,0,0,0,0
21324,4,.4954681276,0,2,1,0,0,0,0
21324,6,.4954681276,0,1,1,0,0,1,0
21353,1,.092392109,1,1,3,0,1,0,0
21353,4,.092392109,1,1,3,0,1,0,0
21353,6,.092392109,0,1,2,0,1,1,0
21356,1,.1415637601,1,1,3,0,1,0,0
21356,4,.1415637601,1,1,3,0,1,0,0
21356,6,.1415637601,1,1,3,0,1,1,1
21359,1,.3832617775,1,1,3,1,1,0,0
21359,4,.3832617775,1,1,4,1,1,0,0
21359,6,.3832617775,1,3,3,1,1,1,1
21376,1,1.015773762,1,2,3,1,1,0,0
21376,4,1.015773762,1,3,3,1,1,0,0
21376,6,1.015773762,1,2,4,1,1,1,1
21452,1,.2243129452,0,4,2,0,1,0,0
21452,4,.2243129452,0,2,3,0,1,0,0
21452,6,.2243129452,0,1,2,0,1,1,0
21465,1,.3680789965,1,2,2,0,0,0,0
21465,4,.3680789965,1,1,2,0,0,0,0
21465,6,.3680789965,1,1,3,0,0,1,1
21466,1,.2532885203,0,1,2,0,1,0,0
21466,4,.2532885203,0,1,1,0,1,0,0
21466,6,.2532885203,0,1,1,0,1,1,0
21520,1,1.601251783,1,1,3,1,1,0,0
21520,4,1.601251783,1,1,4,1,1,0,0
21520,6,1.601251783,1,2,4,1,1,1,1
21521,1,.3170185729,1,2,3,1,1,0,0
21521,4,.3170185729,0,3,3,1,1,0,0
21521,6,.3170185729,1,3,3,1,1,1,1
21526,1,.3059411831,1,1,3,0,1,0,0
21526,4,.3059411831,1,2,3,0,1,0,0
21526,6,.3059411831,1,2,3,0,1,1,1
21532,1,.2180482179,1,4,2,0,1,0,0
21532,4,.2180482179,1,4,2,0,1,0,0
21532,6,.2180482179,1,4,2,0,1,1,1
21542,1,.1606766355,1,2,1,0,1,0,0
21542,4,.1606766355,1,2,1,0,1,0,0
21542,6,.1606766355,1,3,3,0,1,1,1
21546,1,.6590257497,0,5,3,1,1,0,0
21546,4,.6590257497,0,5,3,1,1,0,0
21546,6,.6590257497,0,5,1,0,1,1,0
21562,1,.0730870386,1,1,4,1,1,0,0
21562,4,.0730870386,1,3,1,1,1,0,0
21562,6,.0730870386,1,3,4,1,1,1,1
21581,1,.3327001674,1,1,3,0,1,0,0
21581,4,.3327001674,1,1,2,0,1,0,0
21581,6,.3327001674,0,1,3,0,1,1,0
21617,1,.092392109,1,1,3,0,1,0,0
21617,4,.092392109,1,1,2,0,1,0,0
21617,6,.092392109,1,1,2,0,1,1,1
21653,1,.2818164529,0,3,1,0,1,0,0
21653,4,.2818164529,0,1,1,0,1,0,0
21653,6,.2818164529,0,1,1,0,1,1,0
21678,1,.1642706412,0,4,1,1,1,0,0
21678,4,.1642706412,0,2,4,1,1,0,0
21678,6,.1642706412,0,3,3,1,1,1,0
21687,1,.2243869957,1,1,2,0,1,0,0
21687,4,.2243869957,1,1,2,0,1,0,0
21687,6,.2243869957,1,1,1,1,1,1,1
21695,1,.3170185729,1,2,4,1,1,0,0
21695,4,.3170185729,1,2,4,1,1,0,0
21695,6,.3170185729,1,2,4,1,1,1,1
21712,1,1.138284438,0,1,3,0,1,0,0
21712,4,1.138284438,0,1,3,0,1,0,0
21712,6,1.138284438,0,3,3,0,1,1,0
21760,1,.4177742574,0,3,2,0,1,0,0
21760,4,.4177742574,1,1,2,0,1,0,0
21760,6,.4177742574,1,1,1,0,1,1,1
21842,1,.0816168888,1,1,1,1,0,0,0
21842,4,.0816168888,1,2,2,1,0,0,0
21842,6,.0816168888,1,2,3,1,0,1,1
21853,1,.092392109,0,1,1,0,0,0,0
21853,4,.092392109,1,1,1,0,0,0,0
21853,6,.092392109,1,1,2,0,0,1,1
21866,1,.8289836223,1,1,3,0,1,0,0
21866,4,.8289836223,1,1,3,1,1,0,0
21866,6,.8289836223,1,1,4,1,1,1,1
21876,1,.5765990656,0,3,3,0,0,0,0
21876,4,.5765990656,0,2,2,0,0,0,0
21876,6,.5765990656,1,3,3,0,0,1,1
21891,1,.1661643177,1,2,4,0,0,0,0
21891,4,.1661643177,1,1,2,0,0,0,0
21891,6,.1661643177,1,1,4,0,0,1,1
21915,1,.5502256466,0,2,3,0,1,0,0
21915,4,.5502256466,0,1,3,1,1,0,0
21915,6,.5502256466,0,1,3,0,1,1,0
21931,1,.4117684106,1,2,2,1,1,0,0
21931,4,.4117684106,1,2,2,1,1,0,0
21931,6,.4117684106,1,2,3,1,1,1,1
21933,1,.0864390905,1,2,2,1,0,0,0
21933,4,.0864390905,1,1,4,1,0,0,0
21933,6,.0864390905,1,1,3,1,0,1,1
21942,1,.6425610472,0,4,3,0,1,0,0
21942,4,.6425610472,0,3,1,0,1,0,0
21942,6,.6425610472,0,3,3,0,1,1,0
21943,1,.1416904102,1,2,3,1,0,0,0
21943,4,.1416904102,1,2,3,1,0,0,0
21943,6,.1416904102,1,1,2,1,0,1,1
21957,1,1.682469884,0,1,2,0,0,0,0
21957,4,1.682469884,0,4,1,0,0,0,0
21957,6,1.682469884,0,3,1,0,0,1,0
21987,1,.7698245987,0,2,3,0,1,0,0
21987,4,.7698245987,0,2,3,0,1,0,0
21987,6,.7698245987,1,1,3,0,1,1,1
21999,1,.3177737505,0,1,2,0,1,0,0
21999,4,.3177737505,0,2,2,0,1,0,0
21999,6,.3177737505,0,3,2,0,1,1,0
22006,1,.2850001011,0,5,2,0,0,0,0
22006,4,.2850001011,0,4,2,0,0,0,0
22006,6,.2850001011,0,5,2,0,0,1,0
22009,1,.2111195469,1,1,1,0,1,0,0
22009,4,.2111195469,1,1,1,0,1,0,0
22009,6,.2111195469,0,1,1,0,1,1,0
22010,1,.7083010155,1,4,4,1,1,0,0
22010,4,.7083010155,1,3,4,1,1,0,0
22010,6,.7083010155,1,5,2,0,1,1,1
22070,1,.3714323122,1,3,3,1,1,0,0
22070,4,.3714323122,1,4,2,0,1,0,0
22070,6,.3714323122,1,3,1,0,1,1,1
22098,1,.2530621182,1,1,3,1,1,0,0
22098,4,.2530621182,1,1,3,0,1,0,0
22098,6,.2530621182,1,1,3,1,1,1,1
22123,1,.0864390905,1,1,3,1,0,0,0
22123,4,.0864390905,1,1,2,1,0,0,0
22123,6,.0864390905,1,5,3,1,0,1,1
22146,1,.3441645855,1,1,2,0,1,0,0
22146,4,.3441645855,1,1,3,0,1,0,0
22146,6,.3441645855,1,1,4,0,1,1,1
22172,1,.7322256524,1,5,3,1,1,0,0
22172,4,.7322256524,1,5,3,1,1,0,0
22172,6,.7322256524,1,5,3,1,1,1,1
22192,1,.2758343464,1,3,2,1,0,0,0
22192,4,.2758343464,1,4,3,1,0,0,0
22192,6,.2758343464,1,2,3,1,0,1,1
22202,1,.9411790465,1,2,1,1,1,0,0
22202,4,.9411790465,1,2,1,1,1,0,0
22202,6,.9411790465,1,2,4,1,1,1,1
22252,1,.2253203067,1,2,4,1,1,0,0
22252,4,.2253203067,1,2,4,1,1,0,0
22252,6,.2253203067,1,5,4,1,1,1,1
22255,1,.1636708299,1,1,4,0,0,0,0
22255,4,.1636708299,1,1,1,0,0,0,0
22255,6,.1636708299,1,1,1,1,0,1,1
22282,1,.5451193282,1,5,4,1,1,0,0
22282,4,.5451193282,0,5,4,1,1,0,0
22282,6,.5451193282,0,1,4,1,1,1,0
22316,1,.1555017257,0,3,3,0,1,0,0
22316,4,.1555017257,0,1,3,0,1,0,0
22316,6,.1555017257,0,3,3,0,1,1,0
22331,1,.1119199247,1,1,3,1,1,0,0
22331,4,.1119199247,1,1,3,1,1,0,0
22331,6,.1119199247,1,1,3,1,1,1,1
22357,1,.2910022561,0,1,2,0,1,0,0
22357,4,.2910022561,0,1,2,0,1,0,0
22357,6,.2910022561,0,1,2,0,1,1,0
22358,1,1.139630956,1,5,3,1,1,0,0
22358,4,1.139630956,1,5,4,1,1,0,0
22358,6,1.139630956,1,5,2,1,1,1,1
22368,1,.6659030777,1,3,3,0,1,0,0
22368,4,.6659030777,1,3,4,0,1,0,0
22368,6,.6659030777,1,3,3,1,1,1,1
22381,1,.399150555,0,1,3,1,1,0,0
22381,4,.399150555,0,1,3,1,1,0,0
22381,6,.399150555,1,1,4,1,1,1,1
22384,1,.3064782029,1,1,3,0,1,0,0
22384,4,.3064782029,1,1,3,0,1,0,0
22384,6,.3064782029,1,1,3,0,1,1,1
22389,1,.2358333783,1,3,3,0,1,0,0
22389,4,.2358333783,1,3,3,0,1,0,0
22389,6,.2358333783,1,3,4,0,1,1,1
22430,1,.5856483083,1,5,3,1,1,0,0
22430,4,.5856483083,1,3,4,1,1,0,0
22430,6,.5856483083,1,3,4,1,1,1,1
22452,1,.092392109,1,1,3,1,1,0,0
22452,4,.092392109,0,1,2,0,1,0,0
22452,6,.092392109,0,1,2,0,1,1,0
22458,1,.1652570877,1,1,4,1,1,0,0
22458,4,.1652570877,1,1,3,1,1,0,0
22458,6,.1652570877,1,1,4,1,1,1,1
22466,1,.3832617775,1,1,4,1,1,0,0
22466,4,.3832617775,1,2,4,1,1,0,0
22466,6,.3832617775,1,3,3,1,1,1,1
22481,1,.3189095596,0,3,3,0,0,0,0
22481,4,.3189095596,0,1,1,0,0,0,0
22481,6,.3189095596,0,3,2,0,0,1,0
22508,1,.2000702241,0,2,4,1,1,0,0
22508,4,.2000702241,1,3,4,1,1,0,0
22508,6,.2000702241,1,3,3,1,1,1,1
22512,1,.2860639196,0,5,1,0,0,0,0
22512,4,.2860639196,0,5,1,1,0,0,0
22512,6,.2860639196,0,5,1,1,0,1,0
22526,1,.3566216339,1,2,1,0,1,0,0
22526,4,.3566216339,1,2,2,0,1,0,0
22526,6,.3566216339,1,3,2,0,1,1,1
22567,1,.242700573,1,2,3,0,0,0,0
22567,4,.242700573,1,2,3,0,0,0,0
22567,6,.242700573,1,2,3,0,0,1,1
22593,1,1.037464624,0,1,3,0,1,0,0
22593,4,1.037464624,1,1,4,0,1,0,0
22593,6,1.037464624,1,3,2,0,1,1,1
22599,1,.3557741357,0,5,3,1,0,0,0
22599,4,.3557741357,0,5,3,1,0,0,0
22599,6,.3557741357,0,5,2,0,0,1,0
22604,1,.2943568673,0,2,3,0,1,0,0
22604,4,.2943568673,0,1,4,0,1,0,0
22604,6,.2943568673,0,1,2,0,1,1,0
22609,1,.263506594,0,3,2,0,0,0,0
22609,4,.263506594,0,3,2,1,0,0,0
22609,6,.263506594,0,2,3,0,0,1,0
22717,1,.0246477326,1,1,3,1,1,0,0
22717,4,.0246477326,1,1,3,0,1,0,0
22717,6,.0246477326,1,2,3,1,1,1,1
22737,1,1.618495248,1,2,3,0,0,0,0
22737,4,1.618495248,1,5,3,0,0,0,0
22737,6,1.618495248,1,2,3,0,0,1,1
22783,1,.126666357,1,1,3,1,1,0,0
22783,4,.126666357,1,1,4,1,1,0,0
22783,6,.126666357,1,1,4,1,1,1,1
22798,1,.1119199247,1,1,4,1,1,0,0
22798,4,.1119199247,1,1,4,1,1,0,0
22798,6,.1119199247,1,1,4,1,1,1,1
22820,1,.4694546912,1,2,4,0,1,0,0
22820,4,.4694546912,1,2,4,0,1,0,0
22820,6,.4694546912,1,2,3,1,1,1,1
22832,1,.2476300505,1,2,3,1,1,0,0
22832,4,.2476300505,1,4,3,1,1,0,0
22832,6,.2476300505,1,4,4,1,1,1,1
22833,1,.8357076443,1,1,3,0,1,0,0
22833,4,.8357076443,1,1,2,0,1,0,0
22833,6,.8357076443,1,1,2,0,1,1,1
22869,1,.2427123203,1,2,3,0,0,0,0
22869,4,.2427123203,1,2,3,0,0,0,0
22869,6,.2427123203,1,2,2,0,0,1,1
22892,1,.3049414996,1,1,3,1,1,0,0
22892,4,.3049414996,1,1,3,1,1,0,0
22892,6,.3049414996,1,1,4,1,1,1,1
22923,1,.399150555,1,1,3,1,1,0,0
22923,4,.399150555,1,1,3,1,1,0,0
22923,6,.399150555,1,1,3,1,1,1,1
22941,1,.3973660335,1,2,3,0,0,0,0
22941,4,.3973660335,1,2,2,0,0,0,0
22941,6,.3973660335,1,2,3,1,0,1,1
22946,1,.1308876177,0,2,1,0,0,0,0
22946,4,.1308876177,0,5,1,0,0,0,0
22946,6,.1308876177,0,5,1,0,0,1,0
22988,1,.1107334687,1,3,2,0,0,0,0
22988,4,.1107334687,1,4,1,1,0,0,0
22988,6,.1107334687,1,2,2,1,0,1,1
23052,1,.4009861633,0,3,2,1,1,0,0
23052,4,.4009861633,1,2,3,1,1,0,0
23052,6,.4009861633,1,2,3,1,1,1,1
23063,1,1.129911236,0,1,3,0,1,0,0
23063,4,1.129911236,0,1,3,0,1,0,0
23063,6,1.129911236,0,1,3,0,1,1,0
23064,1,.129472272,1,3,3,1,1,0,0
23064,4,.129472272,1,1,3,1,1,0,0
23064,6,.129472272,1,1,4,1,1,1,1
23075,1,.5858538395,0,3,3,0,1,0,0
23075,4,.5858538395,0,1,2,0,1,0,0
23075,6,.5858538395,0,1,3,0,1,1,0
23101,1,.4858358253,1,3,3,1,0,0,0
23101,4,.4858358253,1,3,3,1,0,0,0
23101,6,.4858358253,1,4,3,1,0,1,1
23113,1,.352562183,1,1,3,0,1,0,0
23113,4,.352562183,1,2,3,0,1,0,0
23113,6,.352562183,1,1,3,0,1,1,1
23123,1,.3566216339,1,1,3,1,0,0,0
23123,4,.3566216339,1,1,3,1,0,0,0
23123,6,.3566216339,1,1,3,1,0,1,1
23148,1,.2418762693,1,2,4,1,1,0,0
23148,4,.2418762693,1,2,4,1,1,0,0
23148,6,.2418762693,1,3,4,1,1,1,1
23154,1,.1695688006,1,2,3,1,1,0,0
23154,4,.1695688006,1,2,3,1,1,0,0
23154,6,.1695688006,1,4,3,1,1,1,1
23193,1,.1773412059,1,2,4,1,1,0,0
23193,4,.1773412059,1,2,4,1,1,0,0
23193,6,.1773412059,0,2,3,1,1,1,0
23201,1,.6337764478,1,4,2,1,1,0,0
23201,4,.6337764478,1,4,4,1,1,0,0
23201,6,.6337764478,0,1,3,1,1,1,0
23208,1,.7410268781,1,2,3,0,1,0,0
23208,4,.7410268781,1,3,4,0,1,0,0
23208,6,.7410268781,1,3,4,0,1,1,1
23225,1,.2228033231,0,3,2,0,1,0,0
23225,4,.2228033231,0,1,1,0,1,0,0
23225,6,.2228033231,0,2,1,0,1,1,0
23236,1,.3832617775,0,1,2,0,1,0,0
23236,4,.3832617775,0,1,3,0,1,0,0
23236,6,.3832617775,0,1,2,0,1,1,0
23239,1,.6425610472,1,2,1,0,1,0,0
23239,4,.6425610472,1,2,1,0,1,0,0
23239,6,.6425610472,0,1,1,0,1,1,0
